professor_name,school_name,department_name,post_date,student_star,student_difficult,comments,gender
Karin  Lee,Simon Fraser University,Asian Studies department,03/14/2010,1,5,No textbook for the course and extremly unclear instruction...,F
Karin  Lee,Simon Fraser University,Asian Studies department,04/05/2009,5,1,"She\'s a friendly, easy going prof.I loved her class. She\'s very helpful and open to ideas. Her class material is interesting. There are 3 short essays and a couple of group assignments. There are no midterms or finals. She\'s an easy marker and a nice person.",F
Whitney  Hodges,George Mason University,Nursing department,02/22/2009,5,1,Can tell she loves to be a nurse. Energetic and smart.Down to earth. Good experience. Fight to be in her clinical!!!,F
Whitney  Hodges,George Mason University,Nursing department,01/26/2009,5,3,Very funny and makes class interesting. Easy on the eyes!,F
Dominic  Szeto,Cerritos College,Art department,11/03/2016,2,3,"Excellent teacher but I would not be friends with this inconsiderate individual. He is elitist and most of the time won\'t shut up about UC Los Angeles and is not proud of UC Irvine and Long Beach State. Damn shame; only talks with white people and the ""top students."" Admittedly I learned a lot, but his personality made me hate HIS class.",M
Dominic  Szeto,Cerritos College,Art department,10/17/2016,1,3,"This guy is an absolute joke. I had him when he taught at Fullerton College and not only does he act like he knows it all, but he requires you to go on stupid field trips. I am not dumb either... i am currently in medical school and if I knew this teacher was going to be this stupid, I would have dropped it a long long time ago.",M
Dominic  Szeto,Cerritos College,Art department,12/06/2014,5,1,"FIRST OF ALL,he acts how a COLLEGE PROFESSOR should act, It helps a ton if u are personally into art & have a little background knowledge,If u take his class, take it because u ACTUALLY like art. I had this professor WHEN I WAS IN HIGH SCHOOL,& he acted like a real teacher,He\'s a very passionate; he only teaches tough so u can truly understand art.",M
Dominic  Szeto,Cerritos College,Art department,08/10/2012,3.5,4,"This class is what you should expect a college class to be like, NOT FOR THE LAZY! P.Szeto is really smart and passionate about what he does. He has a good sense of humor. Pay attention and take notes! Review the book before an exam, and when it comes to writing papers, take notes on his ""lingo"" when referring to art. (Use library book to save $$)",M
Dominic  Szeto,Cerritos College,Art department,06/23/2012,3.5,4,"I really enjoyed this class. He seems intimidating at first, but its really not that hard of a class. Its what I expect all college classes to be like, but most students want to slack off and get an A so I can see why they wouldn\'t like this class. His classes are intellectual and hes actually very funny.",M
Dominic  Szeto,Cerritos College,Art department,05/26/2010,1,5,"the worst teacher i\'ve ever had. he has no idea what he\'s talking about and he expects you to know things he never even mentioned. not to mention that he doesn\'t care if you attend all his classes, you\'ll still get an F if you don\'t know what he wants you to know. A complete and utter waste of time. haven\'t learned anything. regret taking his class",M
Dominic  Szeto,Cerritos College,Art department,12/17/2009,2,5,THE CLASS IS REALLY SLOW AND BORING. Super Hard grader and doesn\'t explain how he wants anything done. and grades against you if you dont do it his way. impossible!,M
Dominic  Szeto,Cerritos College,Art department,11/19/2009,5,4,just an awesome professor. good taste in music too,M
Dominic  Szeto,Cerritos College,Art department,11/12/2009,5,4,very interested in progress of students. lectures were stimulating and useful beyond the curriculum. if he comes back.. take the class it\'s one you\'ll enjoy going to,M
Dominic  Szeto,Cerritos College,Art department,09/10/2009,4.5,4,His lectures were interesting. Test consists of the art we saw in his powerpoint and the art from the book(so pay attention to them and you must read). Must go to two museums and write a 5 page paper for each. Be prepared to do some college work.,M
Dominic  Szeto,Cerritos College,Art department,08/16/2009,2,5,"well to start, this professor is no piece of cake, his test are hard and his grading toward homework is harder. The class is boring and he expects you to right whats on the power point immediately. This is really not the best professor to take art with. If you really like art, please take it with someone else. oh i did pass the class, im not lazy.",M
Dominic  Szeto,Cerritos College,Art department,08/13/2009,4.5,2,"I do admit the teacher reads a little too much into things, but the lectures are interesting. You don\'t have to be profound to get a good grade, Im shallow, I don\'t read a book for shi* but I\'ve been doing good in class.Come on he grades on a curve!",M
Dominic  Szeto,Cerritos College,Art department,07/28/2009,4,3,"This teacher keeps you interested in the subject, and shows a lot of enthusiasm. This class is for those who are interested in learning new things, not for someone who wants an easy class. So if you like art, philosophy, music, and film, you\'ll like this guy.",M
Dominic  Szeto,Cerritos College,Art department,07/17/2009,1,5,"Walking around the class with a cup of coffee with nothing to deliver is plain jack a** There is no relation to what he says to the course description (Being Human duh!) Making ambiguous statements doesn\'t make you profound, you just don\'t make any sense.....I\'m sure you can do better.",M
Dominic  Szeto,Cerritos College,Art department,07/17/2009,2,4,Now how d\'hell can you confuse me with what I\'ve been all my life.....HUMAN! This guy obviously thinks he\'s the sh** cos he\'s teaching college level art course..funny... throwing verbose expressions that only makes sense to him. Videos watched in class are totally luny. 7 different books in a 6 week summer class is just wrong. Do yourself a favor!,M
Susan  Toussaint,Butte College,Child Development department,11/01/2017,4,3,"This was my first class with this professor this semester. We met only once a week, so the attendance is CRUCIAL! We did not have a textbook (that\'s was a relief); she provided us with articles on CANVAS. We did not have much homework, and when we did, it was very easy (reflect on questions, experiences). She cares about each student, just ask!",F
